id	type	longitude	latitude	elevation
226386	1000	-97.7268	30.2788	0.0
226392	1000	-97.728	30.2808	0.0
229912	1000	-97.7165	30.3002	0.0
230479	1000	-97.7315	30.2647	0.0
230584	1000	-97.7342	30.2615	0.0
230616	1000	-97.7294	30.2692	0.0
230631	1000	-97.7314	30.273	0.0
231027	1000	-97.726	30.2831	0.0
231551	1000	-97.7344	30.2605	0.0
232077	1000	-97.7228	30.2853	0.0
232097	1000	-97.7308	30.272	0.0
233129	1000	-97.7319	30.2672	0.0
225673	1000	-97.7373	30.2578	0.0
125673	1000	-97.7373	30.2578	0.0
225698	1000	-97.7377	30.2574	0.0
125698	1000	-97.7377	30.2574	0.0
226393	1000	-97.7183	30.2966	0.0
126393	1000	-97.7183	30.2966	0.0
229913	1000	-97.7217	30.2914	0.0
129913	1000	-97.7217	30.2914	0.0
230615	1000	-97.7317	30.2659	0.0
231791	1000	-97.7231	30.289	0.0
131791	1000	-97.7231	30.289	0.0
130615	1000	-97.7317	30.2659	0.0
233193	136	-97.723368980416	30.289559994712	0.0
133118	1000	-97.723368980416	30.2893	0.0
233118	1000	-97.723368980416	30.2893	0.0
5472	136	-97.747	30.2703	0.0
