id	type	origin	dest	dtime	vot
245	111	126359	200377	801	29.825122258758228
3498	111	125682	231786	808	6.945461997954418
3576	111	129912	201413	808	17.192983832662573
3612	111	129912	225673	808	29.451965010226495
1781	111	131536	200377	809	9.350503804449453
2323	111	125545	200406	811	115.0260726994536
3400	111	125682	200385	811	5.513700335921385
2301	111	125545	200403	814	59.74622472087336
1172	111	126384	200377	816	12.589159048046033
1218	111	126384	201413	818	39.36613601166347
2668	111	133096	200361	820	38.05405224565743
2721	111	125551	225545	820	2.0582883817648643
1011	111	130479	200407	822	5.665225700857997
2340	111	125545	230616	824	43.335708391635706
2964	111	132077	226399	826	5.1431192087111945
2870	111	125551	200380	828	21.728796377930962
611	111	125469	231483	835	0.5266907730082188
3217	111	125553	226386	840	9.51811479848223
2815	111	125551	200378	843	0.3976655648991535
3512	111	100345	226359	846	5.587457970846257
1175	111	126384	200377	853	5.693528111060001
106	111	100362	200361	856	29.509059946606257
3321	111	125682	200362	856	10.424030819575089
1382	111	126386	200362	860	32.45386353960048
503	111	126234	231791	865	23.60454363047039
3076	111	125553	233096	869	37.87671806233416
31	111	100356	226359	872	15.645582463345566
2226	111	125545	226234	878	30.375612315773836
2480	111	133099	200382	884	34.29587491758366
1673	111	131536	225669	886	29.741866123910366
765	111	126364	225553	891	41.05176520259852
462	111	126234	200381	892	7.527091866024274
711	111	125469	231786	895	7.806188982231688
2671	111	133096	200361	896	11.563136309614642
2529	111	133099	201409	904	14.87660949359066
1776	111	131536	200378	905	11.109940892184227
3183	111	125553	226364	907	102.45822990975833
194	111	126359	200344	913	21.041588408853205
1484	111	130615	200377	915	11.547038576989241
1564	111	126399	200361	918	16.047812997889174
3534	111	129912	200385	922	5.584063811717291
3249	111	125553	231786	929	10.475619538244645
1374	111	126386	200362	930	5.255666776200737
389	111	100378	226359	931	1.735866168264638
2706	111	125551	225545	937	24.781273113695434
2267	111	125545	200381	941	18.471641966144773
3582	111	129912	201413	943	13.382906069863795
1234	111	126384	230616	944	21.5187060658918
235	111	126359	200360	947	10.646657647773512
1462	111	100407	231551	951	41.63804656698328
2855	111	125551	226364	954	18.49045391222479
1427	111	126386	200380	961	1.3965657375806633
1338	111	126386	233099	962	36.65045854188427
1146	111	126384	200361	963	31.78660588694342
2675	111	133096	200360	968	2.017998775914591
3149	111	125553	200382	968	51.850393856847404
24	111	132097	200382	970	17.542978175821162
1472	111	130615	200405	971	38.44372415194717
1687	111	131536	225551	975	28.262544092378704
2159	111	125545	225553	975	23.443031424665747
320	111	131483	225553	981	25.392556602369563
20	111	132097	200383	983	34.46267759174452
61	111	100358	200377	983	22.161248853084334
2726	111	125551	225545	983	42.678387748139
2662	111	133096	200356	988	2.6367641922854785
3020	111	125553	225545	991	73.91388201965208
892	111	100383	232097	992	10.057777450954529
1638	111	131027	200361	1003	11.643044688130272
199	111	126359	200344	1006	38.135581257829486
2398	111	133099	200375	1006	11.1645379946441
409	111	126234	232077	1009	51.87378669908133
1570	111	126399	200379	1015	3.937547262002693
1305	111	126386	201413	1019	15.37485186330821
3772	111	129912	200376	1019	11.582204591735653
3431	111	125682	201413	1020	16.544750681266656
3111	111	125553	226359	1023	3.213214050034127
312	111	130584	225545	1024	89.84515011996479
1359	111	126386	200359	1024	4.0829260639170695
2147	111	125545	225553	1028	73.35397412074269
1804	111	131536	200383	1029	19.351629506612905
1833	111	131536	200380	1032	34.9519137137124
2810	111	125551	226234	1040	7.805726000331413
469	111	126234	226364	1042	93.46205438104275
3343	111	125682	200379	1043	1.3836718630618015
2234	111	125545	200378	1045	29.301562242213244
2912	111	125551	200407	1057	2.7374646898685455
3796	111	129912	200376	1058	17.1889334867391
1026	111	130479	231786	1059	21.518574420301263
2080	111	125669	231791	1062	33.38614633133389
2575	111	133099	226386	1066	0.48746539085731166
197	111	126359	200344	1069	16.0781981852875
2535	111	133099	200384	1069	20.26695004646651
1959	111	126307	200361	1070	10.533338335400023
1219	111	126384	201413	1072	7.636141869872961
2831	111	125551	200376	1073	0.014848827771601283
1703	111	131536	225698	1076	1.8354603745184588
3105	111	125553	200362	1077	20.130466929368968
3884	111	125694	231786	1081	25.2055279653607
2244	111	125545	200382	1082	28.63902976677179
2260	111	125545	200381	1083	53.01031403023326
205	111	126359	200344	1084	1.8294403692503356
3610	111	129912	225673	1092	3.959835349798271
823	111	126364	200344	1093	59.60973465257657
2271	111	125545	200381	1094	24.2874753742061
1267	111	126386	200385	1099	31.747384526704217
1832	111	131536	200380	1099	46.69136356974447
1418	111	126386	200376	1104	4.2951216867381525
2473	111	133099	200383	1106	47.18585226572376
1345	111	126386	233099	1107	43.96250947727149
2043	111	125669	201410	1115	31.08518364972043
2367	111	133099	232097	1116	18.988063530880375
3102	111	125553	200358	1116	37.788190726770836
102	111	100363	200382	1117	1.9650822044349268
471	111	126234	201410	1117	39.146617175923446
1859	111	131536	201408	1117	3.728694592305101
1123	111	126384	225698	1121	11.148350104346214
607	111	125469	200379	1124	23.961637773910454
3523	111	129912	200385	1126	19.167174287333417
53	111	100358	233099	1131	2.1435928871229994
2927	111	125551	200404	1132	15.253178492675234
1007	111	130479	225545	1136	49.953804355422555
2243	111	125545	200383	1136	32.145667017089984
602	111	125469	200379	1138	0.16115545955842536
3501	111	125682	231027	1139	12.99891796472974
2800	111	125551	200373	1144	16.767783267707184
3234	111	125553	230616	1147	19.127705713449895
2511	111	133099	200385	1148	3.3253565888880425
2890	111	125551	201408	1148	3.113853651409379
2446	111	133099	200377	1149	21.6194401667341
2491	111	133099	226364	1152	31.814867855914244
457	111	126234	200376	1155	0.633969076142294
1507	111	100406	226393	1155	80.38833065890957
2517	111	133099	200385	1155	3.071012955918462
3297	111	125682	200362	1156	9.088283317552252
3722	111	129912	200377	1156	9.532628917276618
1746	111	131536	200379	1157	9.571840148491209
2580	111	133099	226386	1158	28.913089033774995
1020	111	130479	200405	1159	8.339376036248925
3258	111	125553	231786	1159	1.8841117244209318
3688	111	129912	231786	1159	17.180000950971273
399	111	100378	201413	1160	50.198982593256645
1594	111	126399	200380	1160	17.750405290657074
2245	111	125545	200382	1164	0.33995923664589744
555	111	125469	200849	1173	8.143434577650686
1206	111	126384	201410	1173	7.18385208850288
3557	111	129912	200384	1188	2.893987436144079
1133	111	126384	200363	1195	39.221624689445584
3607	111	129912	225673	1196	5.095484723041536
3854	111	125694	229913	1205	2.426402776271927
2289	111	125545	201408	1209	8.227125749865102
1650	111	131027	200382	1214	0.8946773957525905
436	111	126234	200361	1215	39.29775542066745
3140	111	125553	200377	1217	1.4069275066976004
3302	111	125682	200362	1221	8.150490801231724
941	111	131229	200360	1222	19.540446598982125
889	111	100383	233099	1223	6.053259598213782
970	111	101410	226364	1225	0.45509349467773236
3323	111	125682	200362	1225	77.74575207374676
1747	111	131536	200379	1229	14.310059227195222
2905	111	125551	200403	1229	8.754313086858254
3260	111	125553	231786	1230	40.08288201325497
953	111	100385	200378	1236	12.34312001630588
3329	111	125682	200361	1238	17.864086890360145
86	111	100360	233099	1241	18.503797291963938
2012	111	125669	200383	1241	166.59289459923417
311	111	100376	231027	1242	6.645906199478162
387	111	100378	200358	1242	26.33687716022291
928	111	131229	225551	1242	9.889313602616273
3314	111	125682	200362	1245	25.242257665653725
2208	111	125545	200361	1246	10.484479277074637
1736	111	131536	200372	1248	15.43927081326807
1999	111	125669	200379	1252	46.625318113126156
2307	111	125545	226386	1253	31.07788743923633
3885	111	125694	231551	1260	3.970776666446945
1220	111	126384	201413	1263	29.008422336832247
3871	111	125694	226393	1267	27.084232812534708
3070	111	125553	225545	1269	4.180790216831117
2253	111	125545	225469	1273	63.12920661547436
3509	111	100345	231786	1273	12.85561920050652
2807	111	125551	200379	1283	14.351344675254483
1826	111	131536	200381	1287	15.058083064582249
872	111	126364	201409	1288	15.8748284760605
1783	111	131536	200377	1292	3.814935838903807
310	111	100376	231791	1294	11.849324450694048
2567	111	133099	226386	1298	4.247767635500827
1967	111	126307	200377	1299	6.775150585706613
2070	111	125669	231786	1300	79.43028651922835
2972	111	132077	200356	1312	23.09565786699001
581	111	125469	200361	1313	4.368733152517763
2743	111	125551	200345	1313	9.839411721386933
2768	111	125551	200362	1321	1.5748218479863203
17	111	132097	200377	1323	4.5251852887836534
816	111	126364	200344	1327	18.98669950088187
119	111	100362	231229	1334	2.3839045070644715
92	111	100360	226359	1340	28.48095518180387
3287	111	125682	200359	1351	2.9805025244695087
2828	111	125551	200377	1355	8.960862561829282
954	111	100385	200376	1356	24.15037219766774
133	111	100373	226386	1361	14.061772393105734
252	111	126359	200383	1361	4.371910916644212
1363	111	126386	200362	1362	21.697039930347273
1002	111	130479	201408	1364	71.5512717554139
3354	111	125682	230584	1367	14.469180301874344
2666	111	133096	200362	1373	14.770118653708812
2681	111	133096	200377	1373	38.84085029491034
3651	111	129912	225553	1373	17.643358947420303
726	111	100380	200372	1374	1.8490725173494222
2128	111	125545	225551	1384	14.89425658294418
758	111	126364	225551	1388	1.892477990030585
3175	111	125553	226364	1389	12.527003363449547
627	111	125469	200377	1394	20.37359160216643
1132	111	126384	200356	1394	11.538285012510556
3349	111	125682	200378	1395	1.1009639327869014
3369	111	125682	200381	1396	6.005158961787062
3037	111	125553	225545	1405	19.0384595607728
2295	111	125545	201413	1407	22.163395037062884
145	111	100375	226393	1409	10.870640212337328
2328	111	125545	200405	1414	44.541133632639884
683	111	125469	201413	1416	22.323209703772964
3271	111	125682	232077	1419	38.726732811487516
1599	111	126399	200385	1420	50.37939916358057
1693	111	131536	225551	1425	19.828905283809778
1622	111	130631	225553	1427	17.953313089319263
773	111	126364	225553	1428	25.646267575183014
1844	111	131536	201409	1429	1.680973936173673
3242	111	125553	231786	1436	14.351788611606596
1684	111	131536	225669	1437	5.62112972138469
978	111	101413	225545	1438	5.554177020866592
1003	111	130479	233099	1438	8.46076086267275
1593	111	126399	200380	1438	7.7073431062236555
858	111	126364	200378	1440	24.653498086852444
2382	111	133099	200362	1440	10.535353369016434
2774	111	125551	200361	1443	12.027619987153663
538	111	125469	226307	1444	10.292554031437977
2693	111	133096	200384	1455	19.052561067822047
2932	111	125551	226393	1458	0.43508330543383056
3118	111	125553	200375	1461	37.39288624155365
3439	111	125682	230479	1465	4.204331763938454
1902	111	131536	200405	1467	22.230551684224018
1326	111	126386	201413	1469	29.443088154934287
2288	111	125545	201408	1471	14.551660182435805
243	111	126359	226234	1472	0.6530874079114815
1286	111	126386	200385	1473	9.871525202888341
1461	111	100407	200376	1474	22.920462352637784
1980	111	125669	200362	1476	44.49316468395798
2507	111	133099	200385	1479	68.64560180604553
1130	111	126384	225698	1485	15.430889333649624
339	111	131483	200381	1486	23.172112654752738
2703	111	125551	225669	1487	16.46846923774036
1272	111	126386	200385	1488	31.97627940127209
2669	111	133096	200361	1496	17.349717710930598
3050	111	125553	225545	1497	27.213070549066444
1091	111	126384	225673	1502	17.515087052118393
2105	111	125545	225551	1502	14.417595314031997
779	111	126364	200345	1503	45.696717673313145
1733	111	131536	200372	1503	74.4146768371581
657	111	125469	200380	1507	2.1197653562482515
3044	111	125553	225545	1509	50.66994311626576
3303	111	125682	200362	1510	14.22913459507474
3735	111	129912	200377	1512	21.43375826714386
478	111	126234	201408	1515	0.2994764079135192
3539	111	129912	200385	1527	3.24292998119872
661	111	125469	200380	1532	1.0563714427983806
1350	111	126386	225553	1533	23.169149270187688
3168	111	125553	226364	1537	1.5255430431923256
531	111	100381	201413	1538	19.46552222832031
1425	111	126386	200381	1539	22.885068284696963
2765	111	125551	200362	1540	11.027978919769952
2837	111	125551	200383	1543	46.99312972504896
991	111	101413	200380	1544	7.058395295042126
1343	111	126386	233099	1550	13.137059361590989
1249	111	100403	200382	1551	1.9081768696224302
617	111	125469	200378	1559	13.24361033867002
37	111	100356	200405	1561	20.404184310161313
3792	111	129912	200376	1564	15.37445325493573
162	111	126359	233096	1569	25.614109294324564
1266	111	126386	200385	1571	42.520207797247345
2291	111	125545	201408	1571	32.99603413665823
150	111	100375	226364	1583	90.5083731799887
3861	111	125694	200383	1587	1.1097926813572925
3005	111	100849	226386	1590	14.737468144996258
1645	111	131027	226234	1591	59.307650620731266
2096	111	125545	225551	1596	3.776588640097329
276	111	100377	233099	1598	5.106465633801626
2688	111	133096	226364	1598	6.0276223538434355
1332	111	126386	201413	1601	12.721747663742184
300	111	100376	200362	1602	32.930253081580425
1408	111	126386	226234	1606	30.32036554131977
3132	111	125553	200378	1616	6.694327925526297
2385	111	133099	200361	1621	17.28774721312444
3488	111	125682	226399	1622	3.2146265591958807
2924	111	125551	200405	1625	1.3760943411335411
3668	111	129912	200405	1626	9.557811767377071
392	111	100378	226234	1629	30.229297412494553
2482	111	133099	200382	1630	0.7464864891899059
283	111	100377	200360	1635	1.1606351234242023
428	111	126234	200362	1640	21.13196226572157
2797	111	125551	200374	1644	237.9496887526734
2817	111	125551	200378	1654	8.781281093124825
1485	111	130615	200383	1659	37.254523920012986
1262	111	126386	200385	1660	18.390585367601176
1992	111	125669	200379	1660	10.680625286550178
3863	111	125694	200384	1661	21.063548731302305
3749	111	129912	200377	1663	59.972381637247636
1883	111	131536	200403	1665	62.7528368864111
336	111	131483	225469	1670	12.477099220141074
3475	111	125682	226393	1672	12.80227068901808
3537	111	129912	200385	1673	12.403213694771278
1701	111	131536	200345	1678	20.490221307371506
1051	111	130479	200382	1679	5.7024687736503585
3146	111	125553	200383	1684	55.493651879299094
3048	111	125553	225545	1689	51.70140395328308
2488	111	133099	226364	1692	4.848526743188168
1217	111	126384	201413	1699	22.754850742458103
1364	111	126386	200362	1699	23.900904373719293
612	111	125469	200378	1700	18.26280322748829
1281	111	126386	200385	1705	23.97495937700844
1828	111	131536	226364	1714	14.542821307337366
2683	111	133096	200376	1715	9.539001756363351
1475	111	130615	231786	1716	15.507772790452
1117	111	126384	232077	1723	28.64015290048968
70	111	100361	233099	1727	42.27967127276849
3350	111	125682	200377	1727	7.526749750626593
1809	111	131536	200382	1732	45.83167694371641
588	111	125469	200361	1735	60.516657840012265
1911	111	131536	230616	1735	17.724632520050733
2572	111	133099	226386	1738	5.875042762923863
2443	111	133099	200377	1740	24.009809601117745
1966	111	126307	200378	1747	1.9691013505517545
123	111	100362	226386	1757	35.58661767902242
660	111	125469	200380	1757	31.30172668768781
69	111	100361	201413	1758	50.7255870273649
2251	111	125545	225469	1758	22.65095979809881
591	111	125469	226359	1759	19.30614879588468
3096	111	125553	232097	1764	49.15288205108433
482	111	126234	201413	1773	5.182627896785028
1075	111	126384	225673	1781	94.62661144236532
1587	111	126399	200383	1789	0.2421238211432465
2280	111	125545	200380	1794	6.690965386060971
3071	111	125553	225545	1798	16.890880057613288
379	111	100379	201410	1799	39.533980369695044
2035	111	125669	200380	1799	34.594587215486904
2017	111	125669	200382	1800	12.851235242999095
1972	111	125669	225545	1804	20.29783140438942
2467	111	133099	200376	1804	22.014558986085433
451	111	126234	200377	1806	4.836632724674267
947	111	101409	231786	1809	25.421442881497622
1984	111	125669	200375	1809	5.365456938825112
2955	111	132077	233096	1810	4.1552534878584275
3325	111	125682	200362	1812	3.079218341688577
990	111	101413	200381	1813	5.436858033497458
2742	111	125551	229913	1821	4.210865828665113
1221	111	126384	200407	1824	94.93643151945199
831	111	126364	200356	1826	34.37640858220688
3108	111	125553	200361	1827	19.717369502941803
2388	111	133099	200361	1832	9.501011934219912
3564	111	129912	201413	1834	28.013958452404353
