id	type	origin	destination	demand
111	111	100359	226386	9.6687
112	111	100359	225553	2.7771
113	111	100359	200849	1.0
114	111	100359	200407	1.0
115	111	100359	200406	3.0
116	111	100359	200405	2.0
117	111	100359	200404	1.0
118	111	100359	229913	0.434124
119	111	100359	226393	2.787954
120	111	100359	200345	1.0
121	111	100359	230616	3.41008
122	111	100359	200344	2.0
123	111	100359	225698	1.02737
124	111	100359	233122	1.0
125	111	100359	200358	2.0
126	111	100359	200356	1.0
127	111	100359	231786	1.721302
128	111	100359	200362	3.0
129	111	100359	200361	1.0
130	111	100359	200360	1.0
131	111	100359	231791	17.8149
132	111	100359	231027	1.74864
133	111	100359	200375	1.0
134	111	100359	226359	17.7536
135	111	100359	200374	1.0
136	111	100359	200372	1.0
137	111	100359	200379	4.0
138	111	100359	200378	2.0
139	111	100359	226234	7.834890000000001
140	111	100359	200377	3.0
141	111	100359	200376	2.0
142	111	100359	200383	3.0
143	111	100359	200382	1.0
144	111	100359	200381	3.0
145	111	100359	225469	1.61654
146	111	100359	200380	2.0
147	111	100359	226364	7.228250000000001
148	111	100358	233099	25.73684
149	111	100358	225545	5.17722
150	111	100358	225673	0.124665
151	111	100358	225551	0.936215
152	111	100358	232077	0.487508
153	111	100358	225553	4.165649999999999
154	111	100358	200849	2.0
155	111	100358	229913	1.7364970000000002
156	111	100358	200345	2.0
157	111	100358	200344	3.0
158	111	100358	225698	2.05474
159	111	100358	233122	2.0
160	111	100358	232097	3.11662
161	111	100358	200359	2.0
162	111	100358	200363	1.0
163	111	100358	200362	3.0
164	111	100358	200361	3.0
165	111	100358	200360	2.0
166	111	100358	200375	1.0
167	111	100358	226359	17.7536
168	111	100358	200374	1.0
169	111	100358	200373	1.0
170	111	100358	200372	1.0
171	111	100358	200379	5.0
172	111	100358	200378	4.0
173	111	100358	226234	12.311950000000001
174	111	100358	200377	3.0
175	111	100358	200376	3.0
176	111	100358	200383	3.0
177	111	100358	200382	3.0
178	111	100358	200381	5.0
179	111	100358	225469	3.23308
180	111	100358	200380	2.0
181	111	100358	226364	15.902150000000002
182	111	100358	200386	1.0
183	111	100358	201409	2.0
184	111	100358	200385	1.0
185	111	100358	201408	1.0
186	111	100358	200384	2.0
187	111	100358	201413	5.0
188	111	100358	200403	1.0
189	111	100358	226386	12.89161
190	111	100358	230615	0.806606
191	111	100358	200407	1.0
192	111	100358	200406	4.0
193	111	100358	200405	3.0
194	111	100358	226393	0.929318
195	111	100358	230616	6.82016
196	111	100358	231786	2.581941
197	111	100358	231791	17.8149
198	111	100358	231027	1.16576
199	111	100361	201410	1.0
200	111	100361	200386	1.0
201	111	100361	201409	2.0
202	111	100361	200385	2.0
203	111	100361	201408	2.0
204	111	100361	200384	2.0
205	111	100361	201413	6.0
206	111	100361	233099	25.73684
207	111	100361	225545	2.58861
208	111	100361	225673	0.149598
209	111	100361	225551	0.748972
210	111	100361	232077	8.775129
211	111	100361	200403	2.0
212	111	100361	225553	4.165649999999999
213	111	100361	200849	2.0
214	111	100361	200407	1.0
215	111	100361	200406	5.0
216	111	100361	200405	4.0
217	111	100361	200404	1.0
218	111	100361	229913	4.124185999999999
219	111	100361	200345	3.0
220	111	100361	200344	4.0
221	111	100361	225698	2.05474
222	111	100361	233122	6.0
223	111	100361	200359	2.0
224	111	100361	200358	1.0
225	111	100361	200356	1.0
226	111	100361	231786	1.721302
227	111	100361	200362	5.0
228	111	100361	200360	2.0
229	111	100361	231791	35.6298
230	111	100361	231027	1.16576
231	111	100361	200375	2.0
232	111	100361	226359	81.66677
233	111	100361	200374	1.0
234	111	100361	200372	2.0
235	111	100361	200379	6.0
236	111	100361	200378	4.0
237	111	100361	226234	4.47708
238	111	100361	200377	5.0
239	111	100361	200376	3.0
240	111	100361	200383	6.0
241	111	100361	200382	3.0
242	111	100361	231229	10.692
243	111	100361	200381	6.0
244	111	100361	225469	3.23308
245	111	100361	200380	4.0
246	111	100361	226364	2.8913
247	111	100360	233099	12.86842
248	111	100360	225545	1.50398
249	111	100360	225673	0.12466509999999999
250	111	100360	225551	0.5617289999999999
251	111	100360	232077	4.38757
252	111	100360	225553	4.165649999999999
253	111	100360	200849	2.0
254	111	100360	229913	2.387685
255	111	100360	200345	2.0
256	111	100360	200344	3.0
257	111	100360	225698	1.02737
258	111	100360	233122	11.0
259	111	100360	200359	2.0
260	111	100360	200358	1.0
261	111	100360	200356	1.0
262	111	100360	200362	3.0
263	111	100360	200361	3.0
264	111	100360	200375	1.0
265	111	100360	226359	42.60867
266	111	100360	200374	1.0
267	111	100360	200373	1.0
268	111	100360	200372	1.0
269	111	100360	200379	5.0
270	111	100360	200378	2.0
271	111	100360	226234	8.95414
272	111	100360	200377	4.0
273	111	100360	200376	4.0
274	111	100360	200383	4.0
275	111	100360	200382	2.0
276	111	100360	225469	17.7819
277	111	100360	200381	5.0
278	111	100360	200380	2.0
279	111	100360	226364	10.119550000000002
280	111	100360	201410	1.0
281	111	100360	201409	2.0
282	111	100360	200385	2.0
283	111	100360	201408	1.0
284	111	100360	200384	1.0
285	111	100360	201413	4.0
286	111	100360	200403	2.0
287	111	100360	226386	3.2229
288	111	100360	230615	0.806606
289	111	100360	200407	1.0
290	111	100360	200406	4.0
291	111	100360	200405	3.0
292	111	100360	230616	1.70504
293	111	100360	231786	0.67475
294	111	100360	231791	17.8149
295	111	100360	231027	0.58288
296	111	100363	231027	0.58288
297	111	100363	201410	1.0
298	111	100363	200405	1.0
299	111	100363	229913	0.217062
300	111	100363	200377	1.0
301	111	100363	225673	0.024933
302	111	100363	200360	1.0
303	111	100363	200382	1.0
304	111	100362	233099	25.73684
305	111	100362	225545	5.49822
306	111	100362	225673	0.4238617
307	111	100362	225551	1.193112
308	111	100362	232077	4.38757
309	111	100362	200849	3.186
310	111	100362	225553	7.3732
311	111	100362	229913	6.728930999999999
312	111	100362	200345	4.0
313	111	100362	200344	7.0
314	111	100362	225698	2.05474
315	111	100362	233122	1.0
316	111	100362	200359	3.0
317	111	100362	200358	2.0
318	111	100362	200356	1.0
319	111	100362	200361	5.0
320	111	100362	200360	3.0
321	111	100362	200375	2.0
322	111	100362	226359	35.50722
323	111	100362	200374	2.0
324	111	100362	200372	3.186
325	111	100362	200379	9.0
326	111	100362	231483	14.25
327	111	100362	200378	6.0
328	111	100362	226234	17.908260000000002
329	111	100362	200377	6.0
330	111	100362	200376	6.0
331	111	100362	200383	8.0
332	111	100362	200382	4.0
333	111	100362	231229	69.49799999999999
334	111	100362	225469	3.362404
335	111	100362	200381	10.0
336	111	100362	200380	5.0
337	111	100362	226364	2.8913
338	111	100362	201410	1.0
339	111	100362	200386	1.0
340	111	100362	201409	3.0
341	111	100362	200385	3.0
342	111	100362	201408	3.0
343	111	100362	200384	3.0
344	111	100362	201413	8.0
345	111	100362	230479	1.35958
346	111	100362	200403	3.186
347	111	100362	226386	17.725980000000003
348	111	100362	230615	0.806606
349	111	100362	200407	3.0
350	111	100362	200406	6.0
351	111	100362	200405	7.434000000000001
352	111	100362	200404	1.062
353	111	100362	226393	0.464659
354	111	100362	230616	8.5252
355	111	100362	231786	5.484054
356	111	100362	231791	53.444700000000005
357	111	100362	231027	4.080159999999999
358	111	100362	231551	0.933691
359	111	133129	226307	0.644123
360	111	133129	201409	0.322062
361	111	133129	201413	1.288248
362	111	133129	225545	1.710148
363	111	133129	225673	0.5235934999999999
364	111	133129	200849	2.3942099999999997
365	111	133129	200407	0.644124
366	111	133129	200406	0.322062
367	111	133129	200405	0.68406
368	111	133129	229913	1.64441
369	111	133129	226393	17.600704
370	111	133129	200344	0.322062
371	111	133129	226399	2.576494
372	111	133129	200358	0.322062
373	111	133129	231786	11.286989
374	111	133129	200362	0.322062
375	111	133129	200361	0.644124
376	111	133129	200360	0.322062
377	111	133129	231791	14.9957
378	111	133129	231027	0.316032
379	111	133129	200374	0.322062
380	111	133129	231483	0.322062
381	111	133129	200379	1.6103100000000001
382	111	133129	200378	2.576492
383	111	133129	200377	0.9661850000000001
384	111	133129	200376	0.322062
385	111	133129	200383	0.966186
386	111	133129	200382	0.9661850000000001
387	111	133129	225469	0.502416
388	111	133129	200381	1.288248
389	111	133129	200380	0.322062
390	111	100373	201410	1.0
391	111	100373	200386	1.0
392	111	100373	201408	1.0
393	111	100373	200384	1.0
394	111	100373	225669	1.87667
395	111	100373	201413	1.0
396	111	100373	225545	7.76583
397	111	100373	230479	1.35958
398	111	100373	225551	0.936215
399	111	100373	226386	4.834350000000001
400	111	100373	225553	1.38855
401	111	100373	200849	1.0
402	111	100373	200407	1.0
403	111	100373	200406	1.0
404	111	100373	200405	1.0
405	111	100373	200404	1.0
406	111	100373	229913	0.217062
407	111	100373	226393	0.929318
408	111	100373	200345	1.0
409	111	100373	230616	1.70504
410	111	100373	200344	1.0
411	111	100373	232097	1.55831
412	111	100373	200359	1.0
413	111	100373	231786	6.024545
414	111	100373	200362	1.0
415	111	100373	200360	1.0
416	111	100373	231027	0.58288
417	111	100373	200375	1.0
418	111	100373	226359	3.55072
419	111	100373	200372	1.0
420	111	100373	200379	2.0
421	111	100373	231483	14.25
422	111	100373	200378	1.0
423	111	100373	226234	2.23854
424	111	100373	200377	1.0
425	111	100373	200376	1.0
426	111	100373	200383	1.0
427	111	100373	200382	1.0
428	111	100373	200381	2.0
429	111	100373	225469	1.61654
430	111	100373	200380	1.0
431	111	100373	226364	2.8913
432	111	100372	201409	1.0
433	111	100372	200385	1.0
434	111	100372	201408	1.0
435	111	100372	225669	1.87667
436	111	100372	201413	3.0
437	111	100372	225545	10.35444
438	111	100372	230479	1.35958
439	111	100372	225551	1.123458
440	111	100372	232077	0.487508
441	111	100372	200403	1.0
442	111	100372	226386	3.2229
443	111	100372	225553	2.7771
444	111	100372	200849	1.0
445	111	100372	200407	1.0
446	111	100372	200406	1.0
447	111	100372	200405	2.0
448	111	100372	200404	1.0
449	111	100372	226393	1.858636
450	111	100372	200345	1.0
451	111	100372	230616	3.41008
452	111	100372	200344	1.0
453	111	100372	200358	1.0
454	111	100372	231786	12.909714000000001
455	111	100372	200362	2.0
456	111	100372	200361	1.0
457	111	100372	200360	1.0
458	111	100372	200375	1.0
459	111	100372	226359	3.55072
460	111	100372	200374	1.0
461	111	100372	200379	2.0
462	111	100372	231483	14.25
463	111	100372	200378	2.0
464	111	100372	226234	1.11927
465	111	100372	200377	2.0
466	111	100372	200376	1.0
467	111	100372	200383	2.0
468	111	100372	200382	2.0
469	111	100372	200381	3.0
470	111	100372	225469	1.61654
471	111	100372	200380	2.0
472	111	100372	226364	2.8913
473	111	100375	200386	1.0
474	111	100375	201409	2.0
475	111	100375	201408	1.0
476	111	100375	200384	1.0
477	111	100375	201413	3.0
478	111	100375	233099	32.17103
479	111	100375	225545	1.50398
480	111	100375	225673	0.099732
481	111	100375	225551	0.374486
482	111	100375	200403	1.0
483	111	100375	226386	6.4458
484	111	100375	225553	2.7771
485	111	100375	200849	1.0
486	111	100375	230615	0.806606
487	111	100375	200407	1.0
488	111	100375	200406	2.0
489	111	100375	200405	2.0
490	111	100375	226393	3.252613
491	111	100375	200345	2.0
492	111	100375	230616	3.41008
493	111	100375	200344	1.0
494	111	100375	232097	1.55831
495	111	100375	200359	1.0
496	111	100375	200358	1.0
497	111	100375	231786	0.67475
498	111	100375	200362	2.0
499	111	100375	200361	1.0
500	111	100375	200360	1.0
501	111	100375	231027	1.74864
502	111	100375	226359	10.65216
503	111	100375	200374	1.0
504	111	100375	200372	1.0
505	111	100375	200379	3.0
506	111	100375	200378	2.0
507	111	100375	226234	2.23854
508	111	100375	200377	2.0
509	111	100375	200376	2.0
510	111	100375	200383	3.0
511	111	100375	200382	2.0
512	111	100375	225469	17.7819
513	111	100375	200381	2.0
514	111	100375	200380	3.0
515	111	100375	226364	2.8913
516	111	126359	233099	62.0
517	111	126359	225545	32.0
518	111	126359	225673	0.44879420000000003
519	111	126359	233096	260.0
520	111	126359	225551	37.0
521	111	126359	232077	7.386479999999999
522	111	126359	225553	58.0
523	111	126359	200849	17.06964
524	111	126359	200345	93.38076999999998
525	111	126359	200344	349.42528000000004
526	111	126359	225698	6.918287
527	111	126359	200359	31.12696
528	111	126359	200358	33.13516
529	111	126359	200356	30.12287
530	111	126359	200363	3.0122999999999998
531	111	126359	200362	65.26606
532	111	126359	200361	254.03618
533	111	126359	200360	42.17201
534	111	126359	200375	37.15156999999999
535	111	126359	200374	14.057339999999998
536	111	126359	200373	9.036869999999999
537	111	126359	200372	9.03687
538	111	126359	231483	3.0
539	111	126359	200379	33.1352
540	111	126359	226234	37.0
541	111	126359	200378	21.086009999999995
542	111	126359	200377	49.20067
543	111	126359	200376	67.27436
544	111	126359	200383	20.081899999999997
545	111	126359	200382	16.06554
546	111	126359	225469	14.0
547	111	126359	200381	43.176109999999994
548	111	126359	200380	25.1024
549	111	126359	200386	3.01229
550	111	126359	201410	8.032779999999999
551	111	126359	200385	12.04916
552	111	126359	201409	26.106479999999998
553	111	126359	200384	11.045069999999999
554	111	126359	201408	20.08193
555	111	126359	201413	53.217060000000004
556	111	126359	230479	2.28886
557	111	126359	200403	12.04917
558	111	126359	226386	2.71288
559	111	126359	200407	3.0122999999999998
560	111	126359	200406	23.0942
561	111	126359	200405	31.126959999999997
562	111	126359	200404	5.02049
563	111	126359	230616	2.87044
564	111	126359	231786	32.0
565	111	126359	231027	0.98128
566	111	100374	201408	1.0
567	111	100374	200384	1.0
568	111	100374	201413	2.0
569	111	100374	233099	12.86842
570	111	100374	225545	2.58861
571	111	100374	225673	0.024933
572	111	100374	225551	0.5617289999999999
573	111	100374	200403	1.0
574	111	100374	226386	3.2229
575	111	100374	225553	1.38855
576	111	100374	200849	1.0
577	111	100374	200406	2.0
578	111	100374	200405	1.0
579	111	100374	229913	0.217062
580	111	100374	226393	1.858636
581	111	100374	230616	1.70504
582	111	100374	200344	1.0
583	111	100374	200356	1.0
584	111	100374	231786	1.721302
585	111	100374	200362	1.0
586	111	100374	200360	1.0
587	111	100374	226359	3.55072
588	111	100374	200372	1.0
589	111	100374	200379	2.0
590	111	100374	200378	1.0
591	111	100374	226234	1.11927
592	111	100374	200377	1.0
593	111	100374	200376	2.0
594	111	100374	231551	0.933691
595	111	100374	200383	1.0
596	111	100374	200382	1.0
597	111	100374	200381	2.0
598	111	100374	225469	1.61654
599	111	100374	200380	1.0
600	111	100374	226364	1.44565
601	111	100377	233099	45.03943
602	111	100377	225545	9.58338
603	111	100377	225673	0.3490624
604	111	100377	225551	0.397704
605	111	100377	200849	3.186
606	111	100377	225553	5.89858
607	111	100377	229913	1.08531
608	111	100377	200345	3.0
609	111	100377	200344	3.0
610	111	100377	225698	2.05474
611	111	100377	232097	6.23324
612	111	100377	200359	2.0
613	111	100377	200358	1.0
614	111	100377	200356	1.0
615	111	100377	200363	1.0
616	111	100377	200362	4.0
617	111	100377	200361	3.0
618	111	100377	200360	3.0
619	111	100377	200375	2.0
620	111	100377	226359	10.65216
621	111	100377	200374	2.0
622	111	100377	200373	1.0
623	111	100377	200372	1.062
624	111	100377	200379	9.0
625	111	100377	200378	5.0
626	111	100377	226234	3.3578099999999997
627	111	100377	200376	6.0
628	111	100377	200383	8.0
629	111	100377	200382	4.0
630	111	100377	231229	5.346
631	111	100377	225469	33.62404
632	111	100377	200381	10.0
633	111	100377	200380	5.0
634	111	100377	226364	7.228250000000001
635	111	100377	201410	1.0
636	111	100377	200386	1.0
637	111	100377	201409	3.0
638	111	100377	200385	1.0
639	111	100377	201408	3.0
640	111	100377	200384	1.0
641	111	100377	201413	8.0
642	111	100377	200403	3.186
643	111	100377	226386	12.891609999999998
644	111	100377	230615	0.806606
645	111	100377	200407	3.0
646	111	100377	200406	5.0
647	111	100377	200405	6.372000000000001
648	111	100377	200404	1.062
649	111	100377	226393	10.687171
650	111	100377	230616	11.935279999999999
651	111	100377	231786	1.79146
652	111	100377	231791	17.8149
653	111	100377	231027	0.58288
654	111	100377	231551	0.933691
655	111	100376	233099	45.039429999999996
656	111	100376	225545	10.99644
657	111	100376	225673	0.27426320000000004
658	111	100376	225551	0.795408
659	111	100376	232077	0.487508
660	111	100376	200849	2.124
661	111	100376	225553	4.42392
662	111	100376	229913	0.651186
663	111	100376	200345	2.0
664	111	100376	200344	3.0
665	111	100376	225698	2.05474
666	111	100376	232097	1.55831
667	111	100376	200359	2.0
668	111	100376	200358	1.0
669	111	100376	200356	1.0
670	111	100376	200362	4.0
671	111	100376	200361	3.0
672	111	100376	200360	3.0
673	111	100376	200375	2.0
674	111	100376	226359	21.304319999999997
675	111	100376	200374	2.0
676	111	100376	200373	1.0
677	111	100376	200372	1.062
678	111	100376	200379	8.0
679	111	100376	200378	5.0
680	111	100376	226234	5.59635
681	111	100376	200377	5.0
682	111	100376	200383	7.0
683	111	100376	200382	4.0
684	111	100376	231229	5.346
685	111	100376	225469	2.5218030000000002
686	111	100376	200381	7.0
687	111	100376	200380	4.0
688	111	100376	226364	4.33695
689	111	100376	201410	1.0
690	111	100376	200386	1.0
691	111	100376	201409	2.0
692	111	100376	200385	1.0
693	111	100376	201408	3.0
694	111	100376	200384	2.0
695	111	100376	201413	7.0
696	111	100376	200403	2.124
697	111	100376	226386	12.89162
698	111	100376	230615	0.806606
699	111	100376	200407	3.0
700	111	100376	200406	5.0
701	111	100376	200405	5.3100000000000005
702	111	100376	226393	8.828529999999999
703	111	100376	230616	10.23024
704	111	100376	231786	2.742033
705	111	100376	231791	17.8149
706	111	100376	231027	2.33152
707	111	130584	226307	0.2011599
708	111	130584	200386	0.0670533
709	111	130584	200385	0.7375873000000001
710	111	130584	201409	0.2011599
711	111	130584	200384	0.737588
712	111	130584	201408	0.33526659999999997
713	111	130584	201413	1.4751733
714	111	130584	225545	10.396738000000001
715	111	130584	225673	0.9474541999999999
716	111	130584	233096	0.2682136
717	111	130584	225551	0.0712106
718	111	130584	200403	0.4272644
719	111	130584	200849	0.5696866
720	111	130584	200407	4.760785
721	111	130584	230615	0.0455266
722	111	130584	200406	4.8948920000000005
723	111	130584	200405	3.7029539999999996
724	111	130584	200404	0.2848424
725	111	130584	200345	0.2011599
726	111	130584	226393	4.693519
727	111	130584	229913	4.385101000000001
728	111	130584	200344	0.2682136
729	111	130584	225698	0.864787
730	111	130584	200359	0.20116030000000001
731	111	130584	200356	0.0670533
732	111	130584	231786	5.981694
733	111	130584	200362	1.2069603
734	111	130584	200361	0.8046396
735	111	130584	200360	0.20116030000000001
736	111	130584	200375	0.1341066
737	111	130584	200374	0.7375868999999999
738	111	130584	200373	0.0670533
739	111	130584	200372	0.356053
740	111	130584	200379	1.8104396
741	111	130584	231483	0.0670533
742	111	130584	200378	0.6034803
743	111	130584	226234	0.2011599
744	111	130584	200377	0.4693739
745	111	130584	200376	0.469374
746	111	130584	200383	1.2069599
747	111	130584	200382	2.145707
748	111	130584	225469	2.6499479999999997
749	111	130584	200381	1.4081199
750	111	130584	200380	0.6705336
751	111	131483	226307	1.0
752	111	131483	225669	3.15938
753	111	131483	225545	4.0
754	111	131483	225673	0.27426340000000005
755	111	131483	233096	5.0
756	111	131483	225551	42.0
757	111	131483	225553	45.0
758	111	131483	200849	19.146179999999998
759	111	131483	229913	0.730848
760	111	131483	200345	2.2525
761	111	131483	200344	4.505
762	111	131483	225698	9.512645
763	111	131483	232097	15.740479999999998
764	111	131483	200359	1.12625
765	111	131483	200358	2.2525
766	111	131483	200363	1.12625
767	111	131483	200362	9.00999
768	111	131483	200361	4.505
769	111	131483	200360	2.2525
770	111	131483	226359	1.0
771	111	131483	200374	1.12625
772	111	131483	200373	6.75749
773	111	131483	200372	9.00998
774	111	131483	200379	22.524929999999998
775	111	131483	226234	2.0
776	111	131483	200378	21.39867
777	111	131483	200377	5.631239999999999
778	111	131483	200376	6.757489999999999
779	111	131483	200383	7.8837399999999995
780	111	131483	200382	12.38872
781	111	131483	225469	27.0
782	111	131483	200381	45.04984
783	111	131483	226364	26.0
784	111	131483	200380	39.41861
785	111	131483	200386	1.12625
786	111	131483	201409	1.12625
787	111	131483	200385	4.505
788	111	131483	201408	22.524910000000006
789	111	131483	200384	7.883739999999999
790	111	131483	201413	6.757499999999999
791	111	131483	230479	5.72215
792	111	131483	200403	4.505
793	111	131483	226386	14.920869999999999
794	111	131483	230615	2.036883
795	111	131483	200407	6.757489999999999
796	111	131483	200406	21.39867
797	111	131483	200405	30.408640000000002
798	111	131483	200404	7.8837399999999995
799	111	131483	226393	4.693523
800	111	131483	230616	30.13963
801	111	131483	226399	3.0
802	111	131483	230631	1.0
803	111	131483	231786	3.0
804	111	131483	231027	6.86896
805	111	131483	231551	4.71561
806	111	100379	225669	1.87667
807	111	100379	225545	10.52788
808	111	100379	225673	0.3490623
809	111	100379	225551	0.187243
810	111	100379	232077	0.487508
811	111	100379	225553	6.942770000000001
812	111	100379	200849	5.0
813	111	100379	229913	2.604748
814	111	100379	200345	3.0
815	111	100379	200344	3.0
816	111	100379	225698	2.05474
817	111	100379	232097	15.583080000000002
818	111	100379	200359	2.0
819	111	100379	200358	2.0
820	111	100379	200356	2.0
821	111	100379	200362	6.0
822	111	100379	200361	4.0
823	111	100379	200360	3.0
824	111	100379	200375	3.0
825	111	100379	226359	14.20288
826	111	100379	200374	2.0
827	111	100379	200373	1.0
828	111	100379	200372	2.0
829	111	100379	231483	28.5
830	111	100379	200378	8.0
831	111	100379	226234	4.47708
832	111	100379	200377	9.0
833	111	100379	200376	7.0
834	111	100379	200383	11.0
835	111	100379	200382	8.0
836	111	100379	225469	71.12768000000001
837	111	100379	200381	13.0
838	111	100379	200380	8.0
839	111	100379	226364	4.33695
840	111	100379	201410	1.0
841	111	100379	200386	1.0
842	111	100379	201409	3.0
843	111	100379	200385	1.0
844	111	100379	201408	4.0
845	111	100379	200384	3.0
846	111	100379	201413	10.0
847	111	100379	230479	2.71916
848	111	100379	200403	4.0
849	111	100379	226386	9.6687
850	111	100379	230615	7.259450000000001
851	111	100379	200407	4.0
852	111	100379	200406	9.0
853	111	100379	200405	8.0
854	111	100379	200404	1.0
855	111	100379	226393	12.545817
856	111	100379	230616	11.93528
857	111	100379	231786	6.410093999999999
858	111	100379	231551	0.933691
859	111	100378	225669	1.87667
860	111	100378	233099	6.43421
861	111	100378	225545	9.02388
862	111	100378	225673	0.19946410000000003
863	111	100378	225551	0.5617289999999999
864	111	100378	232077	0.487508
865	111	100378	225553	5.55422
866	111	100378	200849	3.0
867	111	100378	229913	1.302373
868	111	100378	200345	2.0
869	111	100378	200344	3.0
870	111	100378	225698	1.02737
871	111	100378	232097	4.67493
872	111	100378	200359	1.0
873	111	100378	200358	2.0
874	111	100378	200356	1.0
875	111	100378	200363	1.0
876	111	100378	200362	4.0
877	111	100378	200361	3.0
878	111	100378	200360	2.0
879	111	100378	200375	2.0
880	111	100378	226359	14.20288
881	111	100378	200374	2.0
882	111	100378	200373	1.0
883	111	100378	200372	1.0
884	111	100378	200379	9.0
885	111	100378	231483	28.5
886	111	100378	226234	5.59635
887	111	100378	200377	7.0
888	111	100378	200376	5.0
889	111	100378	200383	6.0
890	111	100378	200382	5.0
891	111	100378	225469	24.73308
892	111	100378	200381	10.0
893	111	100378	200380	6.0
894	111	100378	226364	7.228250000000001
895	111	100378	201410	1.0
896	111	100378	200386	1.0
897	111	100378	201409	3.0
898	111	100378	200385	1.0
899	111	100378	201408	3.0
900	111	100378	200384	3.0
901	111	100378	201413	8.0
902	111	100378	230479	4.07874
903	111	100378	200403	3.0
904	111	100378	226386	9.6687
905	111	100378	230615	4.03303
906	111	100378	200407	3.0
907	111	100378	200406	6.0
908	111	100378	200405	6.0
909	111	100378	200404	1.0
910	111	100378	226393	6.040570000000001
911	111	100378	230616	5.115119999999999
912	111	100378	231786	5.060607999999999
913	111	100378	231027	0.58288
914	111	100378	231551	0.933691
915	111	126234	226307	6.0
916	111	126234	233099	14.0
917	111	126234	225545	2.0
918	111	126234	225673	0.32412949999999996
919	111	126234	233096	1.0
920	111	126234	225551	47.0
921	111	126234	232077	33.23916
922	111	126234	225553	10.0
923	111	126234	200849	14.340860000000001
924	111	126234	229913	13.886140000000001
925	111	126234	200345	24.463820000000002
926	111	126234	200344	40.49184
927	111	126234	225698	10.377438
928	111	126234	232097	2.62341
929	111	126234	200359	36.27394
930	111	126234	200358	36.273939999999996
931	111	126234	200356	32.89962
932	111	126234	200363	5.90506
933	111	126234	200362	145.09574
934	111	126234	200361	91.10664
935	111	126234	200360	32.89962
936	111	126234	226359	12.0
937	111	126234	200375	21.93308
938	111	126234	200374	14.340859999999997
939	111	126234	200373	10.122959999999999
940	111	126234	200372	10.122959999999999
941	111	126234	200379	60.7378
942	111	126234	200378	34.586780000000005
943	111	126234	200377	60.7378
944	111	126234	200376	60.73779999999999
945	111	126234	200383	40.49188
946	111	126234	200382	5.06148
947	111	126234	225469	11.0
948	111	126234	200381	34.58678
949	111	126234	226364	101.0
950	111	126234	200380	11.81012
951	111	126234	200386	6.748640000000001
952	111	126234	201410	26.150980000000004
953	111	126234	200385	27.838140000000003
954	111	126234	201409	23.620240000000003
955	111	126234	200384	26.994560000000003
956	111	126234	201408	21.089499999999997
957	111	126234	201413	77.60932
958	111	126234	230479	1.14443
959	111	126234	200403	10.966540000000002
960	111	126234	226386	50.18844
961	111	126234	230615	10.863373999999997
962	111	126234	200407	0.84358
963	111	126234	200406	11.810120000000001
964	111	126234	200405	20.245919999999998
965	111	126234	200404	5.0614799999999995
966	111	126234	226393	1.173381
967	111	126234	230616	31.574839999999995
968	111	126234	226399	58.0
969	111	126234	231786	8.0
970	111	126234	231791	344.9018
971	111	126234	231027	0.98128
972	111	126234	231551	0.785935
973	111	100381	225669	13.136690000000002
974	111	100381	225545	15.9723
975	111	100381	225673	0.57346
976	111	100381	225551	0.198852
977	111	100381	200849	5.3100000000000005
978	111	100381	225553	4.42392
979	111	100381	229913	3.0388739999999994
980	111	100381	200345	3.0
981	111	100381	200344	3.0
982	111	100381	225698	5.136849999999999
983	111	100381	232097	7.791550000000001
984	111	100381	200359	2.0
985	111	100381	200358	3.0
986	111	100381	200356	1.0
987	111	100381	200363	1.0
988	111	100381	200362	6.0
989	111	100381	200361	4.0
990	111	100381	200360	2.0
991	111	100381	200375	3.0
992	111	100381	226359	10.65216
993	111	100381	200374	2.0
994	111	100381	200373	2.0
995	111	100381	200372	2.124
996	111	100381	200379	15.0
997	111	100381	200378	9.0
998	111	100381	226234	2.23854
999	111	100381	200377	9.0
1000	111	100381	200376	7.0
1001	111	100381	200383	11.0
1002	111	100381	200382	8.0
1003	111	100381	231229	10.692
1004	111	100381	225469	26.22672
1005	111	100381	200380	9.0
1006	111	100381	226364	5.7826
1007	111	100381	201410	1.0
1008	111	100381	200386	2.0
1009	111	100381	201409	3.0
1010	111	100381	200385	2.0
1011	111	100381	201408	5.0
1012	111	100381	200384	3.0
1013	111	100381	201413	11.0
1014	111	100381	230479	4.07874
1015	111	100381	200403	3.186
1016	111	100381	226386	8.05725
1017	111	100381	230615	3.226424
1018	111	100381	200407	5.0
1019	111	100381	200406	10.0
1020	111	100381	200405	11.682
1021	111	100381	200404	1.062
1022	111	100381	226393	13.939798
1023	111	100381	230616	11.93528
1024	111	100381	231786	9.315545
1025	111	100381	231791	17.8149
1026	111	100381	231027	0.58288
1027	111	100381	231551	2.801073
1028	111	125469	226307	22.400000000000002
1029	111	125469	225669	13.269359999999999
1030	111	125469	233099	7.0
1031	111	125469	225545	197.0
1032	111	125469	225673	0.024933
1033	111	125469	233096	21.000000000000004
1034	111	125469	232077	2.010764
1035	111	125469	200849	9.911043
1036	111	125469	200345	3.6340540000000003
1037	111	125469	229913	16.88262
1038	111	125469	200344	10.241412
1039	111	125469	225698	62.95647
1040	111	125469	232097	28.463997000000003
1041	111	125469	200359	7.598466
