28598	59265
58891	120602
59562	121383
15133	30916
51948	105941
52346	107559
53030	108931
57366	116983
58348	119633
9252	19132
11102	23161
12567	25375
16800	34499
18069	37267
18736	38654
49034	100897
49129	100878
55020	112719
57948	118696
9989	20652
377	853
6840	14300
10507	21677
20363	42338
21415	44675
22063	45957
23331	48508
24792	50961
24864	51699
24965	51747
9253	19132
10893	22498
12036	23778
12880	26307
15134	30916
18070	37267
31833	65933
34625	71179
34854	72047
35751	73714
50677	103496
52692	107469
52860	107414
55659	113904
57949	118696
1408	3122
1567	3449
8171	16940
28326	58661
8257	16815
8976	18629
14243	27830
32362	66883
35288	72726
58892	120602
55021	112719
59563	121383
9254	19132
18071	37267
57950	118696
15135	30916
40499	81948
50857	104578
60396	123554
2061	4511
2350	4850
2510	5271
4238	8851
5229	10968
5566	11672
5784	12116
6792	14167
7506	15611
7743	16217
9255	19132
10299	21514
11103	23161
12037	23778
12568	25375
12881	26307
14656	30362
15685	32363
16801	34499
17921	37004
18072	37267
18503	38180
21627	45091
21861	45472
21929	45662
22262	46383
23047	47863
25752	53531
25884	53603
26148	54231
27207	56329
27460	56994
28265	58623
28449	58962
28471	58968
29897	61956
30306	62100
30541	63262
32073	66429
33508	69300
34855	72047
35646	73680
35839	73998
36048	74496
36055	74517
36092	74582
36153	74721
38419	79418
40860	84236
42895	88183
43205	88606
43310	88530
43380	89459
43402	89452
43632	89856
43688	89847
43767	89823
45348	92858
46132	94751
46191	95115
46306	95277
46407	95451
47009	96751
47105	96942
47135	97062
49805	101628
57951	118696
51949	105941
52347	107559
53031	108931
57367	116983
58349	119633
55022	112719
8977	18629
15136	30916
34626	71179
58893	120602
9256	19132
18073	37267
33432	68966
56686	116058
57952	118696
7937	16592
8258	16815
14244	27830
16454	33968
32363	66883
34045	70401
35289	72726
37942	78152
38784	79842
39414	81250
41002	84622
41729	86033
46475	95632
47271	97298
47685	97499
48965	100681
49892	102611
59564	121383
9257	19132
10894	22498
12038	23778
12882	26307
17416	35922
18074	37267
25165	52054
29617	61232
31834	65933
34856	72047
35752	73714
50678	103496
52693	107469
52861	107414
55660	113904
57953	118696
59904	122558
378	853
15137	30916
3515	7123
4669	364
14701	30433
21386	44611
23533	48910
25951	53937
26412	54416
30425	63016
31381	65007
41949	86412
42150	86602
42851	88204
43520	89637
44011	90700
44217	91156
49035	100897
49130	100878
55023	112719
8978	18629
9258	19132
11104	23161
12569	25375
16802	34499
18075	37267
28599	59265
57954	118696
58894	120602
5835	12163
10725	22103
15138	30916
15886	32862
24659	50942
25835	53580
26651	55042
31558	65380
34220	70750
34627	71179
35907	74136
37071	76657
43914	90363
46508	95629
47475	97541
49700	101691
59565	121383
60688	124090
61801	126165
61965	126903
8259	16815
14245	27830
32364	66883
35290	72726
9259	19132
9990	20652
12039	23778
12883	26307
18076	37267
34857	72047
57955	118696
51950	105941
52348	107559
53032	108931
55024	112719
57368	116983
58350	119633
9260	19132
15139	30916
18077	37267
57956	118696
8979	18629
58895	120602
3419	7148
3649	7631
3846	8086
3899	8198
4059	8536
4370	9137
5135	10741
5200	10949
6064	12715
9261	19132
9719	20272
10537	22034
10895	22498
11105	23161
12040	23778
12570	25375
12884	26307
14837	30757
15594	32243
16622	34210
16803	34499
17363	35787
17740	36617
18078	37267
18504	38180
18737	38654
21103	43986
21516	44780
21961	45791
26490	55023
26930	55138
27604	57010
28193	58483
28524	59163
28719	59518
28884	59755
30509	63189
30850	63921
30927	64087
31835	65933
32242	66510
33873	70040
34858	72047
35372	73105
35410	73186
35452	73258
35753	73714
36110	74615
36438	75284
36535	75508
36869	76202
41393	85368
41500	85642
41990	86645
42386	87297
43425	89441
43963	90344
46779	96288
50679	103496
52694	107469
52862	107414
55025	112719
55661	113904
57957	118696
59566	121383
60837	124414
61388	125561
62312	127490
7938	16592
8260	16815
14246	27830
15140	30916
16455	33968
32365	66883
34628	71179
35291	72726
41730	86033
379	853
9262	19132
18079	37267
40500	81948
50858	104578
57958	118696
60397	123554
33433	68966
56687	116058
8980	18629
58896	120602
1409	3122
1568	3449
8172	16940
28327	58661
15141	30916
49036	100897
49131	100878
55026	112719
9263	19132
12041	23778
12885	26307
18080	37267
34859	72047
51951	105941
52349	107559
53033	108931
57369	116983
57959	118696
58351	119633
2079	4545
59567	121383
59905	122558
60896	124391
8261	16815
9264	19132
11106	23161
12571	25375
14247	27830
16804	34499
18081	37267
32366	66883
35292	72726
37943	78152
38785	79842
39415	81250
41003	84622
57960	118696
15142	30916
34629	71179
8981	18629
28600	59265
55027	112719
58897	120602
3954	8245
4023	8449
4982	10474
9265	19132
10896	22498
12042	23778
12886	26307
17417	35922
17557	36199
17922	37004
18082	37267
18886	38873
20996	43796
21031	43872
21370	44577
25166	52054
27406	56853
28369	58680
28746	59526
28764	59538
29054	59801
29618	61232
31160	64377
31836	65933
32086	66450
32583	67460
34860	72047
35754	73714
49806	101628
50680	103496
52695	107469
52863	107414
55662	113904
57961	118696
15143	30916
9991	20652
59568	121383
9266	19132
18083	37267
57962	118696
380	853
6841	14300
10508	21677
20364	42338
21416	44675
22064	45957
23332	48508
24793	50961
24865	51699
24966	51747
55028	112719
7939	16592
8262	16815
14248	27830
16456	33968
32367	66883
34046	70401
35293	72726
41731	86033
46476	95632
47272	97298
47686	97499
48966	100681
49893	102611
8982	18629
51952	105941
52350	107559
53034	108931
57370	116983
58352	119633
58898	120602
9267	19132
10726	22103
11107	23161
12043	23778
12572	25375
12887	26307
15144	30916
15887	32862
16805	34499
18084	37267
18505	38180
31559	65380
34221	70750
34630	71179
34861	72047
35908	74136
43915	90363
57963	118696
9268	19132
18085	37267
57964	118696
49037	100897
49132	100878
55029	112719
59569	121383
15145	30916
33434	68966
56688	116058
8983	18629
9269	19132
10897	22498
12044	23778
12888	26307
18086	37267
31837	65933
34862	72047
35755	73714
50681	103496
52696	107469
52864	107414
55663	113904
57965	118696
58899	120602
8263	16815
14249	27830
32368	66883
35294	72726
40501	81948
50859	104578
60398	123554
4744	9968
4993	10521
5836	12163
15146	30916
20824	43464
21017	43857
21059	43875
21072	43971
21194	44189
21343	44530
21443	44719
22191	46217
24660	50942
25498	52845
25836	53580
26652	55042
30516	63204
30556	63283
30805	63775
31234	64388
31273	64794
32960	68207
34631	71179
37072	76657
41897	86417
42039	86630
42093	86615
42443	87260
46509	95629
47476	97541
49701	101691
59906	122558
60101	123154
60689	124090
60960	124883
61047	124874
61720	126206
61802	126165
61966	126903
62651	127965
62704	127904
2351	4850
3297	6942
3610	7638
4239	8851
5230	10968
5437	11388
5950	12482
7415	15534
9270	19132
11108	23161
12573	25375
14378	29716
16295	33580
16806	34499
18087	37267
18738	38654
21628	45091
21766	45398
22224	46349
22553	46974
22812	47421
25208	52398
25363	52565
25406	52820
27246	56527
27714	57017
28095	58239
33908	70097
36250	74879
36359	75143
36480	75338
36562	75601
36660	75670
36709	75719
37244	76978
37288	77090
39338	81277
41853	86303
42278	87040
46850	96450
46870	96445
53701	110180
53909	110718
54000	110902
54048	111027
54169	110997
54224	111359
55030	112719
57966	118696
51953	105941
52351	107559
53035	108931
57371	116983
58353	119633
59570	121383
381	853
9271	19132
12045	23778
12889	26307
18088	37267
34863	72047
57967	118696
8984	18629
15147	30916
28601	59265
58900	120602
7940	16592
8264	16815
14250	27830
16457	33968
32369	66883
35295	72726
37944	78152
38786	79842
39416	81250
41004	84622
41732	86033
55031	112719
1410	3122
1569	3449
8173	16940
9272	19132
18089	37267
28328	58661
57968	118696
9992	20652
15148	30916
34632	71179
6065	12715
9273	19132
10538	22034
10898	22498
11109	23161
12046	23778
12574	25375
12890	26307
16807	34499
17418	35922
18090	37267
18506	38180
21104	43986
25167	52054
29619	61232
31838	65933
34864	72047
35756	73714
50682	103496
52697	107469
52865	107414
55664	113904
57969	118696
59571	121383
60838	124414
61389	125561
62313	127490
8985	18629
58901	120602
3516	7123
4670	364
14702	30433
21387	44611
23534	48910
25952	53937
26413	54416
30426	63016
31382	65007
41950	86412
42151	86602
42852	88204
43521	89637
44012	90700
44218	91156
49038	100897
49133	100878
55032	112719
9274	19132
15149	30916
18091	37267
57970	118696
8265	16815
14251	27830
32370	66883
35296	72726
51954	105941
52352	107559
53036	108931
57372	116983
58354	119633
33435	68966
56689	116058
9275	19132
12047	23778
12891	26307
17923	37004
18092	37267
34865	72047
49807	101628
57971	118696
10727	22103
15150	30916
15888	32862
31560	65380
34222	70750
34633	71179
35909	74136
43916	90363
55033	112719
59572	121383
382	853
8986	18629
58902	120602
9276	19132
11110	23161
12575	25375
16808	34499
18093	37267
57972	118696
2080	4545
4119	8670
6185	12957
15962	33004
21314	44399
23993	49682
26783	55115
30716	63605
31329	64822
32046	66343
36970	76413
37771	78089
42245	87045
42587	87815
43476	89653
45742	93964
45943	94266
59907	122558
60289	123445
60897	124391
15151	30916
40502	81948
50860	104578
60399	123554
7941	16592
8266	16815
9277	19132
10899	22498
12048	23778
12892	26307
14252	27830
16458	33968
18094	37267
31839	65933
32371	66883
34047	70401
34866	72047
35297	72726
35757	73714
41733	86033
46477	95632
47273	97298
47687	97499
48967	100681
49894	102611
50683	103496
52698	107469
52866	107414
55665	113904
57973	118696
55034	112719
8987	18629
28602	59265
58903	120602
59573	121383
9278	19132
18095	37267
57974	118696
15152	30916
34634	71179
51955	105941
52353	107559
53037	108931
57373	116983
58355	119633
5136	10741
5201	10949
9279	19132
11111	23161
12049	23778
12576	25375
12893	26307
15595	32243
16623	34210
16809	34499
17364	35787
17741	36617
18096	37267
18507	38180
18739	38654
21517	44780
26491	55023
26931	55138
28194	58483
28525	59163
28720	59518
28885	59755
34867	72047
41991	86645
46780	96288
49039	100897
49134	100878
55035	112719
57975	118696
9993	20652
8267	16815
14253	27830
15153	30916
32372	66883
35298	72726
37945	78152
38787	79842
39417	81250
41005	84622
8988	18629
9280	19132
18097	37267
57976	118696
58904	120602
383	853
6842	14300
10509	21677
20365	42338
21417	44675
22065	45957
23333	48508
24794	50961
24866	51699
24967	51747
59574	121383
33436	68966
55036	112719
56690	116058
5837	12163
9281	19132
10900	22498
12050	23778
12894	26307
15154	30916
17419	35922
18098	37267
24661	50942
25168	52054
25837	53580
26653	55042
29620	61232
31840	65933
34635	71179
34868	72047
35758	73714
37073	76657
46510	95629
47477	97541
49702	101691
50684	103496
52699	107469
52867	107414
55666	113904
57977	118696
60690	124090
61803	126165
61967	126903
1411	3122
1570	3449
8174	16940
28329	58661
9282	19132
11112	23161
12577	25375
16810	34499
18099	37267
51956	105941
52354	107559
53038	108931
57374	116983
57978	118696
58356	119633
7942	16592
8268	16815
8989	18629
14254	27830
16459	33968
32373	66883
35299	72726
41734	86033
58905	120602
15155	30916
55037	112719
59575	121383
59908	122558
9283	19132
12051	23778
12895	26307
18100	37267
34869	72047
57979	118696
10728	22103
15156	30916
15889	32862
31561	65380
34223	70750
34636	71179
35910	74136
43917	90363
9284	19132
18101	37267
57980	118696
40503	81948
50861	104578
60400	123554
8990	18629
28603	59265
49040	100897
49135	100878
55038	112719
58906	120602
384	853
8269	16815
14255	27830
32374	66883
35300	72726
112	317
827	1837
1118	2457
1259	2784
1334	2960
1842	4017
2062	4511
2352	4850
2511	5271
3274	6948
3289	6945
3337	7005
3565	7533
3726	7614
3756	7934
3955	8245
4024	8449
4106	8636
4240	8851
4503	9453
4599	9647
4924	10379
4983	10474
5085	10709
5231	10968
5567	11672
5785	12116
6066	12715
6793	14167
6997	14626
7464	15604
7507	15611
7744	16217
9285	19132
10300	21514
10539	22034
10901	22498
11113	23161
12052	23778
12578	25375
12896	26307
14657	30362
15686	32363
16811	34499
17558	36199
17924	37004
18102	37267
18508	38180
18887	38873
20997	43796
21032	43872
21105	43986
21371	44577
21569	44951
21629	45091
21774	45422
21814	45454
21862	45472
21885	45651
21930	45662
22002	45885
22263	46383
22338	46589
22341	46596
23048	47863
23111	47904
23530	48773
23858	49677
25753	53531
25885	53603
25948	53928
26149	54231
27208	56329
27407	56853
27461	56994
28266	58623
28370	58680
28450	58962
28472	58968
28747	59526
28765	59538
29055	59801
29898	61956
30307	62100
30542	63262
30829	63873
30840	63902
31161	64377
31717	65611
31773	65822
31841	65933
31997	66248
32059	66395
32074	66429
32087	66450
32584	67460
33509	69300
34142	70625
34870	72047
35639	73628
35647	73680
35759	73714
35840	73998
35850	74093
36049	74496
36056	74517
36093	74582
36146	74708
36154	74721
36312	75063
36323	75084
36450	75371
36756	76008
36779	76001
36911	76305
37336	77101
38000	78575
38420	79418
40861	84236
40898	84213
41253	85109
41476	85589
41787	86228
41804	86235
41814	86220
42896	88183
43206	88606
43311	88530
43381	89459
43403	89452
43633	89856
43689	89847
43768	89823
45349	92858
46133	94751
46192	95115
46307	95277
46408	95451
46739	96211
47010	96751
47106	96942
47136	97062
49808	101628
50601	103597
50685	103496
52700	107469
52868	107414
53981	110811
54201	111340
55667	113904
57981	118696
59576	121383
60839	124414
61390	125561
62314	127490
15157	30916
51957	105941
52355	107559
53039	108931
57375	116983
58357	119633
9286	19132
18103	37267
57982	118696
9994	20652
55039	112719
8991	18629
15158	30916
34637	71179
58907	120602
9287	19132
12053	23778
12897	26307
18104	37267
33437	68966
34871	72047
56691	116058
57983	118696
7943	16592
8270	16815
14256	27830
16460	33968
32375	66883
34048	70401
35301	72726
37946	78152
38788	79842
39418	81250
41006	84622
41735	86033
46478	95632
47274	97298
47688	97499
48968	100681
49895	102611
59577	121383
9288	19132
11114	23161
12579	25375
15159	30916
16812	34499
18105	37267
18740	38654
55040	112719
57984	118696
8992	18629
58908	120602
2081	4545
9289	19132
10902	22498
12054	23778
12898	26307
17420	35922
18106	37267
25169	52054
29621	61232
31842	65933
34872	72047
35760	73714
50686	103496
52701	107469
52869	107414
55668	113904
57985	118696
59909	122558
60898	124391
385	853
15160	30916
34638	71179
51958	105941
52356	107559
53040	108931
57376	116983
58358	119633
3517	7123
4671	364
14703	30433
21388	44611
23535	48910
25953	53937
26414	54416
30427	63016
31383	65007
41951	86412
42152	86602
42853	88204
43522	89637
44013	90700
44219	91156
49041	100897
49136	100878
55041	112719
59578	121383
8271	16815
9290	19132
14257	27830
18107	37267
32376	66883
35302	72726
57986	118696
1412	3122
1571	3449
8175	16940
15161	30916
28330	58661
8993	18629
9291	19132
11115	23161
12055	23778
12580	25375
12899	26307
16813	34499
18108	37267
18509	38180
28604	59265
34873	72047
57987	118696
58909	120602
40504	81948
50862	104578
55042	112719
60401	123554
9292	19132
18109	37267
57988	118696
4745	9968
4994	10521
5838	12163
10729	22103
15162	30916
15890	32862
20825	43464
21018	43857
21060	43875
21073	43971
21195	44189
21344	44530
21444	44719
22192	46217
24662	50942
25499	52845
25838	53580
26654	55042
30517	63204
30557	63283
30806	63775
31235	64388
31274	64794
31562	65380
32961	68207
34224	70750
34639	71179
35911	74136
37074	76657
41898	86417
42040	86630
42094	86615
42444	87260
43918	90363
46511	95629
47478	97541
49703	101691
59579	121383
60102	123154
60691	124090
60961	124883
61048	124874
61721	126206
61804	126165
61968	126903
62652	127965
62705	127904
7944	16592
8272	16815
14258	27830
16461	33968
32377	66883
35303	72726
41736	86033
9293	19132
9995	20652
10903	22498
12056	23778
12900	26307
18110	37267
31843	65933
34874	72047
35761	73714
50687	103496
52702	107469
52870	107414
55669	113904
57989	118696
8994	18629
33438	68966
56692	116058
58910	120602
51959	105941
52357	107559
53041	108931
55043	112719
57377	116983
58359	119633
15163	30916
386	853
6843	14300
9294	19132
10510	21677
11116	23161
12581	25375
16814	34499
18111	37267
20366	42338
21418	44675
22066	45957
23334	48508
24795	50961
24867	51699
24968	51747
57990	118696
59580	121383
9295	19132
12057	23778
12901	26307
15164	30916
17925	37004
18112	37267
34640	71179
34875	72047
49809	101628
57991	118696
8273	16815
14259	27830
32378	66883
35304	72726
37947	78152
38789	79842
39419	81250
41007	84622
49042	100897
49137	100878
55044	112719
8995	18629
58911	120602
59910	122558
9296	19132
18113	37267
57992	118696
15165	30916
3420	7148
3650	7631
3847	8086
3900	8198
4060	8536
4371	9137
5137	10741
5202	10949
6067	12715
9297	19132
9720	20272
10540	22034
10904	22498
11117	23161
12058	23778
12582	25375
12902	26307
14838	30757
15596	32243
16624	34210
16815	34499
17365	35787
17421	35922
17742	36617
18114	37267
18510	38180
18741	38654
21106	43986
21518	44780
21962	45791
25170	52054
26492	55023
26932	55138
27605	57010
28195	58483
28526	59163
28721	59518
28886	59755
29622	61232
30510	63189
30851	63921
30928	64087
31844	65933
32243	66510
33874	70040
34876	72047
35373	73105
35411	73186
35453	73258
35762	73714
36111	74615
36439	75284
36536	75508
36870	76202
41394	85368
41501	85642
41992	86645
42387	87297
43426	89441
43964	90344
46781	96288
50688	103496
52703	107469
52871	107414
55045	112719
55670	113904
57993	118696
59581	121383
60840	124414
61391	125561
62315	127490
51960	105941
52358	107559
53042	108931
57378	116983
58360	119633
8996	18629
28605	59265
58912	120602
7945	16592
8274	16815
14260	27830
15166	30916
16462	33968
32379	66883
34049	70401
34641	71179
35305	72726
41737	86033
46479	95632
47275	97298
47689	97499
48969	100681
49896	102611
9298	19132
18115	37267
57994	118696
387	853
55046	112719
9299	19132
12059	23778
12903	26307
18116	37267
34877	72047
40505	81948
50863	104578
57995	118696
60402	123554
15167	30916
33439	68966
56693	116058
59582	121383
8997	18629
9996	20652
58913	120602
2353	4850
4241	8851
5232	10968
9300	19132
11118	23161
12583	25375
16816	34499
18117	37267
21630	45091
57996	118696
1413	3122
1572	3449
8176	16940
28331	58661
8275	16815
14261	27830
32380	66883
35306	72726
10730	22103
15168	30916
15891	32862
31563	65380
34225	70750
34642	71179
35912	74136
43919	90363
49043	100897
49138	100878
55047	112719
9301	19132
10905	22498
12060	23778
12904	26307
18118	37267
31845	65933
34878	72047
35763	73714
50689	103496
51961	105941
52359	107559
52704	107469
52872	107414
53043	108931
55671	113904
57379	116983
57997	118696
58361	119633
2082	4545
4120	8670
6186	12957
15963	33004
21315	44399
23994	49682
26784	55115
30717	63605
31330	64822
32047	66343
36971	76413
37772	78089
42246	87045
42588	87815
43477	89653
45743	93964
45944	94266
59583	121383
59911	122558
60290	123445
60899	124391
8998	18629
9302	19132
15169	30916
18119	37267
57998	118696
58914	120602
55048	112719
7946	16592
8276	16815
9303	19132
11119	23161
12061	23778
12584	25375
12905	26307
14262	27830
16463	33968
16817	34499
18120	37267
18511	38180
32381	66883
34879	72047
35307	72726
37948	78152
38790	79842
39420	81250
41008	84622
41738	86033
57999	118696
388	853
5839	12163
15170	30916
24663	50942
25839	53580
26655	55042
34643	71179
37075	76657
46512	95629
47479	97541
49704	101691
60692	124090
61805	126165
61969	126903
9304	19132
18121	37267
58000	118696
8999	18629
28606	59265
55049	112719
58915	120602
59584	121383
15171	30916
51962	105941
52360	107559
53044	108931
57380	116983
58362	119633
3956	8245
4025	8449
4984	10474
9305	19132
10906	22498
12062	23778
12906	26307
17422	35922
17559	36199
17926	37004
18122	37267
18888	38873
20998	43796
21033	43872
21372	44577
25171	52054
27408	56853
28371	58680
28748	59526
28766	59538
29056	59801
29623	61232
31162	64377
31846	65933
32088	66450
32585	67460
34880	72047
35764	73714
49810	101628
50690	103496
52705	107469
52873	107414
55672	113904
58001	118696
8277	16815
14263	27830
32382	66883
33440	68966
35308	72726
56694	116058
3518	7123
4672	364
9306	19132
11120	23161
12585	25375
14704	30433
16818	34499
18123	37267
18742	38654
21389	44611
23536	48910
25954	53937
26415	54416
30428	63016
31384	65007
41952	86412
42153	86602
42854	88204
43523	89637
44014	90700
44220	91156
49044	100897
49139	100878
55050	112719
58002	118696
15172	30916
34644	71179
9000	18629
40506	81948
50864	104578
58916	120602
60403	123554
9997	20652
59585	121383
9307	19132
12063	23778
12907	26307
18124	37267
34881	72047
58003	118696
15173	30916
389	853
6844	14300
10511	21677
20367	42338
21419	44675
22067	45957
23335	48508
24796	50961
24868	51699
24969	51747
55051	112719
9308	19132
18125	37267
58004	118696
7947	16592
8278	16815
14264	27830
16464	33968
32383	66883
34050	70401
35309	72726
41739	86033
46480	95632
47276	97298
47690	97499
48970	100681
49897	102611
59912	122558
9001	18629
51963	105941
52361	107559
53045	108931
57381	116983
58363	119633
58917	120602
6068	12715
9309	19132
10541	22034
10731	22103
10907	22498
11121	23161
12064	23778
12586	25375
12908	26307
15174	30916
15892	32862
16819	34499
18126	37267
18512	38180
21107	43986
31564	65380
31847	65933
34226	70750
34645	71179
34882	72047
35765	73714
35913	74136
43920	90363
50691	103496
52706	107469
52874	107414
55673	113904
58005	118696
59586	121383
60841	124414
61392	125561
62316	127490
1414	3122
1573	3449
8177	16940
28332	58661
55052	112719
9310	19132
18127	37267
58006	118696
15175	30916
8279	16815
9002	18629
14265	27830
28607	59265
32384	66883
35310	72726
37949	78152
38791	79842
39421	81250
